Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
DSCI,"Derma Sciences, Inc.",13.5,233066673,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DEST,Destination Maternity Corporation,29.24,396407060.1,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",6.46,329025881.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.54,41073024.28,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DXM,"Dex Media, Inc.",9.91,171007742.9,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DXCM,"DexCom, Inc.",27.99,1997826360,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DLLR,DFC Global Corp,11.52,454862373.1,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dllr
DMND,"Diamond Foods, Inc.",23.19,516017154.9,n/a,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
DHIL,"Diamond Hill Investment Group, Inc.",109.37,356577151.7,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",44.38,2048648790,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,3.77,127266483.8,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DGII,Digi International Inc.,9.7,249415003.9,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,20.09,145923393.6,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.69,48686229.3,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",16.35,34916471.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DCIN,Digital Cinema Destinations Corp.,6.14,38823711.2,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dcin
DGIT,"Digital Generation, Inc.",13.04,364015081.7,n/a,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dgit
DRIV,"Digital River, Inc.",17.27,591521954.3,n/a,1998,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/driv
DCOM,"Dime Community Bancshares, Inc.",16.5,601624254,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,25.9,1206936348,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DTV,DIRECTV,60.84,33400854036,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DISCA,"Discovery Communications, Inc.",77.94,18941227740,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",77.55,507660679.4,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",71.48,6380058694,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DSCO,"Discovery Laboratories, Inc.",2.05,112315592.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
DISH,DISH Network Corporation,46.73,21339984516,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,5.02,29916780.36,n/a,1991,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
BAGR,"Diversified Restaurant Holdings, Inc.",6.09,158907441.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
DLHC,DLH Holdings Corp.,0.79,7361379.58,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,19.439,53454995.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",54.37,12124916524,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",14.19,368329517.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",18.15,465360083.1,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",24.25,743879201.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",50.31,1836508442,n/a,1981,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
HILL,Dot Hill Systems Corporation,2.52,148590456.8,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill
DBLE,Double Eagle Petroleum Company,3.02,34250964.58,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dble
DBLEP,Double Eagle Petroleum Company,25.392,40881120,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dblep
DOVR,"Dover Saddlery, Inc.",3.85,20551985.3,n/a,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DRWI,DragonWave Inc,2.8,106710657.2,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DWA,"Dreamworks Animation SKG, Inc.",28.37,2373564305,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,2.965,1259420053,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",1.7899,21942883.48,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",7.03,158574887.5,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DTSI,"DTS, Inc.",20.49,373957662.6,n/a,1985,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DNKN,"Dunkin&#39; Brands Group, Inc.",43.499,4626345410,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRTX,"Durata Therapeutics, Inc.",9.1,242338423.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drtx
DRRX,Durect Corporation,1.2,122431414.8,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",73.89,1049971580,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYAX,Dyax Corp.,5,545900000,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
BOOM,Dynamic Materials Corporation,23.12,317986861.8,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DRCO,Dynamics Research Corporation,7.24,76046816.96,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/drco
DYSL,Dynasil Corporation of America,0.72,11097443.52,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3.32,8362761.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,1.19,217755622.4,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,17.1,4908819024,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EOPN,"E2open, Inc.",22.67,584355522,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
EBMT,"Eagle Bancorp Montana, Inc.",10.85,42300732.25,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",27.3,703617587.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.96,82625748.32,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EROC,"Eagle Rock Energy Partners, L.P.",6.09,972087627,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
ELNK,"EarthLink, Inc.",5.095,524781856.4,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",29.39,4048250106,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),15.51,96494782.56,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EIHI,"Eastern Insurance Holdings, Inc.",20.59,162883927.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eihi
EVBS,"Eastern Virginia Bankshares, Inc.",6.08,71892151.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EBAY,eBay Inc.,53.49,69244537648,n/a,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIX,"Ebix, Inc.",10.73,407377562.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,2.13,92109713.61,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",21.1,495602813.5,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",2.88,30743766.72,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,42.58,3815746875,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",11.43,48575374.02,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECTY,"Ecotality, Inc.",0.2399,8045468.964,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ecty
EDAP,EDAP TMS S.A.,2.57,47216628.53,n/a,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGW,"Edgewater Technology, Inc.",5.9,63896528,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDMC,Education Management Corporation,8.89,1108041777,n/a,1984,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDUC,Educational Development Corporation,3.0042,11966113.14,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EVAC,Edwards Group Limited,9.81,1107049946,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/evac
EFUT,eFuture Information Technology Inc.,3.5,13920273.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,14.35,359136015,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",28.57,526144977.2,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
BAGL,"Einstein Noah Restaurant Group, Inc.",16.52,287247083.8,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
EMITF,Elbit Imaging Ltd.,1.15,28638230.35,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,46.88,1979255176,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ESYS,Elecsys Corporation,6.97,27094954.96,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
ELRC,Electro Rent Corporation,17.92,430013570.6,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",12.2,364975871,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,26.95,8263351165,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",31.26,1450974476,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",4.4,14936710.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
RDEN,"Elizabeth Arden, Inc.",35.94,1065715450,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
ESBK,Elmira Savings Bank NY (The),22.23,50576139.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
LONG,"eLong, Inc.",15.92,548643764.2,n/a,1987,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
ELTK,Eltek Ltd.,1.35,8923644.45,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,"EMC Insurance Group, Inc.",28.48,373791427.5,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,25.65,45225002.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.45,119090917.8,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.46,143307044.7,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
EMMSP,Emmis Communications Corporation,13.676,38598048.32,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emmsp
NYNY,"Empire Resorts, Inc.",3.01,108904719.7,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",3.71,31848131.42,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",19.29,345516191.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,43.86,1107555834,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,39.8,822803389.6,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo Health Solutions Inc.,44.18,5045569522,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",15.14,545791489,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",16.93,1068829704,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
ERII,"Energy Recovery, Inc.",5.88,300071488.1,n/a,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
EXXI,Energy XXI (Bermuda) Limited,27.56,2089024464,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
ENOC,"EnerNOC, Inc.",14.96,452274804.1,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,1.24,33582747.64,n/a,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",7.79,325315962.1,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,138.43,2301547009,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENTG,"Entegris, Inc.",10.03,1394813134,n/a,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ETRM,EnteroMedics Inc.,1.09,60623914.3,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,18.03,179286461.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,16.74,305300219.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,1.24,37230580.88,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENMD,"EntreMed, Inc.",1.85,49992620.3,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enmd
ENTR,"Entropic Communications, Inc.",4.2,382304042.4,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/entr
ENVI,"Envivio, Inc.",3.3,91094929.2,n/a,1987,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/envi
ENZN,"Enzon Pharmaceuticals, Inc.",1.77,77720613.27,n/a,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enzn
EONC,eOn Communications Corporation,1.1399,3279895.825,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eonc
EPIQ,"EPIQ Systems, Inc.",12.66,460183707.8,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
EPZM,"Epizyme, Inc.",32.92,935485928.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,55.24,452963857,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",177.23,8758377484,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eqix
EAC           ,Erickson Air-Crane Incorporated,15.47,151263447.8,n/a,2001,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac           
ERIC,Ericsson,13.395,44270475000,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,74.81,3492270096,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESBF,ESB Financial Corporation,11.98,211529841.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/esbf
ESCA,"Escalade, Incorporated",8.36,112901892,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESMC,Escalon Medical Corp.,1.49,11214380.7,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
ESPR,"Esperion Therapeutics, Inc.",14.97,229900472.6,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",10.45,126226710,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
ESSX,Essex Rental Corporation,3.97,97874446.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essx
CLWT,Euro Tech Holdings Company Limited,3.5225,7288838.018,n/a,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",37.55,1879491389,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.59,72058171.95,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",37.24,1586389739,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVRY,"EveryWare Global, Inc.",12.75,281078505.8,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/evry
EVOL,"Evolving Systems, Inc.",8.34,95406772.74,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,13.81,184202240.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,EXACT Sciences Corporation,12.83,907064282.5,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",19.18,258722798.5,n/a,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EDS,Exceed Company Ltd.,1.5599,51528955.09,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/eds
ERW,Exchange Traded Concepts Trust VelocityShares Equal Risk Weigh,49.29,4929246.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erw
EXEL,"Exelixis, Inc.",5.585,1028294612,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,5.11,145133146.9,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",28.35,928007510.9,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",51.84,7049896456,n/a,1999,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",44.29,9141544801,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",68.22,895939331.6,n/a,1985,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,65.61,53419530780,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
EXLP,"Exterran Partners, L.P.",28.13,1389888701,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/exlp
EXTR,"Extreme Networks, Inc.",4.03,379828201.2,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EZCH,EZchip Semiconductor Limited,30.985,888850706.7,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ezch
EZPW,"EZCORP, Inc.",17.81,965320059.3,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",89.96,7044195544,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",43.6,1.06E+11,n/a,1994,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FRP,"FairPoint Communications, Inc.",9.28,245764402.2,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FWM,Fairway Group Holdings Corp.,23.56,37059385099,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/fwm
FALC,"FalconStor Software, Inc.",1.04,49935305.68,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",16.19,123561108.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FARM,Farmer Brothers Company,14.67,241313519.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,20.55,153615503.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,6.12,113508882.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",40.22,688082352.3,n/a,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,50.26,14920604226,n/a,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FBSS,"Fauquier Bankshares, Inc.",13.07,48533379.94,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,27.22,326720353.4,n/a,1970,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
FDML,Federal-Mogul Corporation,16.98,2547496563,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fdml
FNHC,Federated National Holding Company,9.7,80617020.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FFCO,FedFirst Financial Corporation,19,46709448,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ffco
FEIC,FEI Company,84.57,3530475796,n/a,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/feic
FHCO,Female Health Company (The),9.07,260171943.2,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,147,249900000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,14.54,305321141.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,19.04,261167167.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",35.54,840356805.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSC,Fifth Street Finance Corp.,10.7,1296053143,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,22.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,13.87,92468072.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,18.5,15752268168,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FNGN,"Financial Engines, Inc.",59.1,2936085577,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",19.36,267340110.4,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,23.68,2269275452,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FBNC,First Bancorp,14.81,291455749.8,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",16.65,177542163.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
BUSE,First Busey Corporation,4.99,432623179.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",32.75,128325864.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCVA,"First Capital Bancorp, Inc. (VA)",3.98,49033464.68,n/a,2007,Finance,Major Banks,http://www.nasdaq.com/symbol/fcva
FCAP,"First Capital, Inc.",20.91,58226655.12,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash Financial Services, Inc.",56.81,1642006415,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCZA,First Citizens Banc Corp.,6.61,50949331.37,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcza
